candidate,percentage,votes,state_name,district,party,state_abbreviation,year,id,GEOID,total_votes,vote_share
Carlos Gimenez,64.6,210057,Florida,28,Republican,FL,2024,FL28,1228,325337,64.56597312940121
Phil Ehr,35.4,115280,Florida,28,Democrat,FL,2024,FL28,1228,325337,35.43402687059879
Earl Carter,62.0,220576,Georgia,01,Republican,GA,2024,GA01,1301,355857,61.9844488094937
Patti Hewitt,38.0,135281,Georgia,01,Democrat,GA,2024,GA01,1301,355857,38.015551190506294
Sanford Bishop Jr.,56.3,176028,Georgia,02,Democrat,GA,2024,GA02,1302,312501,56.32877974790481
A. Wayne Johnson,43.7,136473,Georgia,02,Republican,GA,2024,GA02,1302,312501,43.671220252095196
Brian Jack,66.3,273036,Georgia,03,Republican,GA,2024,GA03,1303,411785,66.30547494444916
Maura Keller,33.7,138749,Georgia,03,Democrat,GA,2024,GA03,1303,411785,33.694525055550834
Hank Johnson,75.6,229290,Georgia,04,Democrat,GA,2024,GA04,1304,303361,75.58321603633954
Eugene Yu,24.4,74071,Georgia,04,Republican,GA,2024,GA04,1304,303361,24.416783963660457
Nikema Williams,85.7,294470,Georgia,05,Democrat,GA,2024,GA05,1305,343691,85.67870558146707
John Salvesen,14.3,49221,Georgia,05,Republican,GA,2024,GA05,1305,343691,14.321294418532926
Lucy McBath,74.7,277027,Georgia,06,Democrat,GA,2024,GA06,1306,370981,74.67417468819157
Jeff Criswell,25.3,93909,Georgia,06,Republican,GA,2024,GA06,1306,370981,25.31369531054151
Elfreda Desvignes,0.0,45,Georgia,06,Democrat,GA,2024,GA06,1306,370981,0.012130001266911243
Rich McCormick,64.9,275907,Georgia,07,Republican,GA,2024,GA07,1307,425442,64.85184819552371
Bob Christian,35.1,149535,Georgia,07,Democrat,GA,2024,GA07,1307,425442,35.148151804476285
Austin Scott,68.9,231547,Georgia,08,Republican,GA,2024,GA08,1308,335981,68.9166946940452
Darrius Butler,31.1,104434,Georgia,08,Democrat,GA,2024,GA08,1308,335981,31.083305305954802
Andrew Clyde,69.0,271062,Georgia,09,Republican,GA,2024,GA09,1309,392816,69.00482668730398
Tambrei Cash,31.0,121754,Georgia,09,Democrat,GA,2024,GA09,1309,392816,30.99517331269602
Mike Collins,63.1,256442,Georgia,10,Republican,GA,2024,GA10,1310,406716,63.05185928264439
Lexy Doherty,36.9,150274,Georgia,10,Democrat,GA,2024,GA10,1310,406716,36.9481407173556
Barry Loudermilk,65.6,269849,Georgia,11,Republican,GA,2024,GA11,1311,411139,65.63449344382313
Katy Stamper,31.9,131064,Georgia,11,Democrat,GA,2024,GA11,1311,411139,31.878269879529793
Tracey Verhoeven,2.5,10226,Georgia,11,Democrat,GA,2024,GA11,1311,411139,2.4872366766470706
Rick Allen,60.3,205849,Georgia,12,Republican,GA,2024,GA12,1312,341266,60.319223127999855
Liz Johnson,39.7,135417,Georgia,12,Democrat,GA,2024,GA12,1312,341266,39.68077687200014
David Scott,71.8,256902,Georgia,13,Democrat,GA,2024,GA13,1313,357632,71.83417591267
Jonathan Chavez,28.2,100730,Georgia,13,Republican,GA,2024,GA13,1313,357632,28.165824087329995
Marjorie Taylor Greene,64.4,243446,Georgia,14,Republican,GA,2024,GA14,1314,378205,64.36879470128633
Shawn Harris,35.6,134759,Georgia,14,Democrat,GA,2024,GA14,1314,378205,35.63120529871366
Ed Case,71.8,164237,Hawaii,01,Democrat,HI,2024,HI01,1501,228610,71.84156423603517
Patrick Largey,28.2,64373,Hawaii,01,Republican,HI,2024,HI01,1501,228610,28.158435763964828
Jill Tokuda,66.5,166251,Hawaii,02,Democrat,HI,2024,HI02,1502,250156,66.45892962791218
Steven Bond,30.2,75471,Hawaii,02,Republican,HI,2024,HI02,1502,250156,30.16957418570812
Aaron Toman,1.8,4497,Hawaii,02,Other,HI,2024,HI02,1502,250156,1.7976782487727656
Randall Meyer,1.6,3937,Hawaii,02,Other,HI,2024,HI02,1502,250156,1.5738179376069334
Russ Fulcher,71.0,331049,Idaho,01,Republican,ID,2024,ID01,1601,466232,71.00520770775066
Kaylee Peterson,25.4,118656,Idaho,01,Democrat,ID,2024,ID01,1601,466232,25.44999056263834
Matt Loesby,2.1,9594,Idaho,01,Other,ID,2024,ID01,1601,466232,2.0577738121793443
Brendan Gomez,1.5,6933,Idaho,01,Other,ID,2024,ID01,1601,466232,1.487027917431665
Margot Dupre,0.0,0,Idaho,01,Other,ID,2024,ID01,1601,466232,0.0
David Bot,0.0,0,Idaho,01,Other,ID,2024,ID01,1601,466232,0.0
Michael K. Simpson,61.4,250119,Idaho,02,Republican,ID,2024,ID02,1602,407462,61.384619915476776
David Roth,31.0,126229,Idaho,02,Democrat,ID,2024,ID02,1602,407462,30.97933058788304
Todd Corsetti,5.2,21310,Idaho,02,Other,ID,2024,ID02,1602,407462,5.22993555227236
Idaho Law,2.4,9804,Idaho,02,Other,ID,2024,ID02,1602,407462,2.406113944367818
Jonathan Jackson,63.0,118629,Illinois,01,Democrat,IL,2024,IL01,1701,188339,62.98695437482412
Marcus Lewis,37.0,69710,Illinois,01,Republican,IL,2024,IL01,1701,188339,37.01304562517588
Robin Kelly,75.7,139928,Illinois,02,Democrat,IL,2024,IL02,1702,184935,75.66334117392597
Ashley Ramos,24.3,45007,Illinois,02,Republican,IL,2024,IL02,1702,184935,24.336658826074025
Mike Vick,0.0,0,Illinois,02,Other,IL,2024,IL02,1702,184935,0.0
Delia Ramirez,63.6,114490,Illinois,03,Democrat,IL,2024,IL03,1703,180039,63.59177733713251
John Booras,36.4,65549,Illinois,03,Republican,IL,2024,IL03,1703,180039,36.40822266286749
Angel Oakley,0.0,0,Illinois,03,Other,IL,2024,IL03,1703,180039,0.0
Jesus Garcia,66.1,98534,Illinois,04,Democrat,IL,2024,IL04,1704,148985,66.13685941537739
Lupe Castillo,28.9,42995,Illinois,04,Republican,IL,2024,IL04,1704,148985,28.858609927173877
Ed Hershey,5.0,7456,Illinois,04,Other,IL,2024,IL04,1704,148985,5.004530657448736
Alicia Martinez,0.0,0,Illinois,04,Other,IL,2024,IL04,1704,148985,0.0
Mike Quigley,69.0,251025,Illinois,05,Democrat,IL,2024,IL05,1705,363965,68.96954377481352
Tom Hanson,31.0,112931,Illinois,05,Republican,IL,2024,IL05,1705,363965,31.02798345994807
Frank Rowder,0.0,9,Illinois,05,Other,IL,2024,IL05,1705,363965,0.0024727652384157815
Sean Casten,53.4,185085,Illinois,06,Democrat,IL,2024,IL06,1706,346285,53.44874886293083
Niki Conforti,46.6,161200,Illinois,06,Republican,IL,2024,IL06,1706,346285,46.55125113706918
Peter Meyer Jr.,0.0,0,Illinois,06,Other,IL,2024,IL06,1706,346285,0.0
Danny K. Davis,81.6,145110,Illinois,07,Democrat,IL,2024,IL07,1707,177759,81.6329974853594
Chad Koppie,18.4,32649,Illinois,07,Republican,IL,2024,IL07,1707,177759,18.36700251464061
Lowell Seida,0.0,0,Illinois,07,Other,IL,2024,IL07,1707,177759,0.0
Lien Choi,0.0,0,Illinois,07,Other,IL,2024,IL07,1707,177759,0.0
Raja Krishnamoorthi,56.3,163717,Illinois,08,Democrat,IL,2024,IL08,1708,290851,56.28895895149063
Mark Rice,43.7,127134,Illinois,08,Republican,IL,2024,IL08,1708,290851,43.71104104850937
Jan Schakowsky,66.7,203552,Illinois,09,Democrat,IL,2024,IL09,1709,305056,66.72610930452115
Seth Alan Cohen,33.3,101504,Illinois,09,Republican,IL,2024,IL09,1709,305056,33.27389069547886
Brad Schneider,60.0,174687,Illinois,10,Democrat,IL,2024,IL10,1710,291085,60.012367521514335
Jim Carris,40.0,116398,Illinois,10,Republican,IL,2024,IL10,1710,291085,39.987632478485665
Joseph Severino,0.0,0,Illinois,10,Other,IL,2024,IL10,1710,291085,0.0
Bill Foster,56.6,177066,Illinois,11,Democrat,IL,2024,IL11,1711,313061,56.559584234382434
Jerry Evans,43.4,135995,Illinois,11,Republican,IL,2024,IL11,1711,313061,43.440415765617566
Anna Schiefelbein,0.0,0,Illinois,11,Other,IL,2024,IL11,1711,313061,0.0
Mike Bost,74.2,163579,Illinois,12,Republican,IL,2024,IL12,1712,220367,74.23026133677001
Brian Roberts,25.8,56788,Illinois,12,Democrat,IL,2024,IL12,1712,220367,25.769738663229973
Nikki Budzinski,57.6,181552,Illinois,13,Democrat,IL,2024,IL13,1713,315423,57.55826303091405
Joshua Loyd,42.4,133871,Illinois,13,Republican,IL,2024,IL13,1713,315423,42.44173696908596
Bradley Horges Jr.,0.0,0,Illinois,13,Other,IL,2024,IL13,1713,315423,0.0
Lauren Underwood,54.8,178878,Illinois,14,Democrat,IL,2024,IL14,1714,326369,54.808514289040936
James Marter,45.2,147491,Illinois,14,Republican,IL,2024,IL14,1714,326369,45.191485710959064
Mary Miller,100.0,308825,Illinois,15,Republican,IL,2024,IL15,1715,308825,100.0
Darin LaHood,100.0,310925,Illinois,16,Republican,IL,2024,IL16,1716,310925,100.0
Eric Sorensen,53.8,155811,Illinois,17,Democrat,IL,2024,IL17,1717,289814,53.76241313394108
Joseph G. McGraw,46.2,134003,Illinois,17,Republican,IL,2024,IL17,1717,289814,46.23758686605892
Frank Mrvan,54.0,147234,Indiana,01,Democrat,IN,2024,IN01,1801,272707,53.98981324278438
Randell Niemeyer,44.3,120809,Indiana,01,Republican,IN,2024,IN01,1801,272707,44.29992629452123
Dakotah Miskus,1.7,4664,Indiana,01,Other,IN,2024,IN01,1801,272707,1.7102604626943934
Rudy Yakym,62.3,153721,Indiana,02,Republican,IN,2024,IN02,1802,246897,62.26118583862906
Lori A. Camp,35.0,86409,Indiana,02,Democrat,IN,2024,IN02,1802,246897,34.997995115372
William Henry,2.7,6767,Indiana,02,Other,IN,2024,IN02,1802,246897,2.740819045998939
Mike Hubbard,0.0,0,Indiana,02,Other,IN,2024,IN02,1802,246897,0.0
Marlin A. Stutzman,65.0,177103,Indiana,03,Republican,IN,2024,IN03,1803,272281,65.04420066034722
Kiley Adolph,31.5,85650,Indiana,03,Democrat,IN,2024,IN03,1803,272281,31.456473275770254
Jarrad Lancaster,3.5,9528,Indiana,03,Other,IN,2024,IN03,1803,272281,3.499326063882533
Jim Baird,65.4,204066,Indiana,04,Republican,IN,2024,IN04,1804,311815,65.44457450732004
Derrick Holder,30.5,95097,Indiana,04,Democrat,IN,2024,IN04,1804,311815,30.49789137790036
Ashley Groff,4.1,12652,Indiana,04,Other,IN,2024,IN04,1804,311815,4.057534114779597
Victoria Spartz,55.8,150537,Indiana,05,Republican,IN,2024,IN05,1805,269586,55.840065878791926
Deborah A. Pickett,39.0,105159,Indiana,05,Democrat,IN,2024,IN05,1805,269586,39.00758941488059
Robby Slaughter,2.6,6990,Indiana,05,Other,IN,2024,IN05,1805,269586,2.5928646146313237
Lauri Shillings,2.6,6900,Indiana,05,Other,IN,2024,IN05,1805,269586,2.559480091696156
Jefferson Shreve,65.8,110225,Indiana,06,Republican,IN,2024,IN06,1806,167420,65.83741488472106
Cynthia Wirth,29.8,49961,Indiana,06,Democrat,IN,2024,IN06,1806,167420,29.841715446183255
James Sceniak,4.3,7234,Indiana,06,Other,IN,2024,IN06,1806,167420,4.320869669095687
André Carson,68.2,167904,Indiana,07,Democrat,IN,2024,IN07,1807,246163,68.20846349776367
John Schmitz,29.0,71372,Indiana,07,Republican,IN,2024,IN07,1807,246163,28.993796793181755
Rusty Johnson,2.8,6887,Indiana,07,Other,IN,2024,IN07,1807,246163,2.7977397090545697
Mark Messmer,69.9,130301,Indiana,08,Republican,IN,2024,IN08,1808,186351,69.92235083256865
Erik Hurt,27.3,50943,Indiana,08,Democrat,IN,2024,IN08,1808,186351,27.3371218828984
K. Richard Fitzlaff,2.7,5107,Indiana,08,Other,IN,2024,IN08,1808,186351,2.740527284532951
Erin Houchin,65.1,160311,Indiana,09,Republican,IN,2024,IN09,1809,246381,65.0662997552571
Timothy Peck,32.3,79519,Indiana,09,Democrat,IN,2024,IN09,1809,246381,32.27481015175683
Russell Brooksbank,2.7,6551,Indiana,09,Other,IN,2024,IN09,1809,246381,2.6588900929860664
Mariannette Miller-Meeks,50.0,206955,Iowa,01,Republican,IA,2024,IA01,1901,414078,49.979713966933765
Christina Bohannan,49.8,206156,Iowa,01,Democrat,IA,2024,IA01,1901,414078,49.7867551524109
Nicholas Gluba,0.0,0,Iowa,01,Other,IA,2024,IA01,1901,414078,0.0
Other/Write-in votes,0.2,967,Iowa,01,Other,IA,2024,IA01,1901,414078,0.23353088065533548
Ashley Hinson,57.1,233340,Iowa,02,Republican,IA,2024,IA02,1902,408802,57.07897710872256
Sarah Corkery,41.5,169740,Iowa,02,Democrat,IA,2024,IA02,1902,408802,41.521323281197255
Jody Madlom Puffett,1.3,5381,Iowa,02,Other,IA,2024,IA02,1902,408802,1.316285145376001
Other/Write-in votes,0.1,341,Iowa,02,Other,IA,2024,IA02,1902,408802,0.08341446470418443
Zach Nunn,51.8,213746,Iowa,03,Republican,IA,2024,IA03,1903,412905,51.76638694130611
Lanon Baccam,47.9,197962,Iowa,03,Democrat,IA,2024,IA03,1903,412905,47.943715866845885
Marco Battaglia,0.0,0,Iowa,03,Other,IA,2024,IA03,1903,412905,0.0
Other/Write-in votes,0.3,1197,Iowa,03,Other,IA,2024,IA03,1903,412905,0.2898971918480038
Randy Feenstra,67.0,250522,Iowa,04,Republican,IA,2024,IA04,1904,373824,67.01602893340181
Ryan Melton,32.7,122175,Iowa,04,Democrat,IA,2024,IA04,1904,373824,32.68249229583976
Charles Aldrich,0.0,0,Iowa,04,Other,IA,2024,IA04,1904,373824,0.0
Other/Write-in votes,0.3,1127,Iowa,04,Other,IA,2024,IA04,1904,373824,0.30147877075843177
Tracey Mann,69.1,210493,Kansas,01,Republican,KS,2024,KS01,2001,304458,69.13695813544068
Paul Buskirk,30.9,93965,Kansas,01,Democrat,KS,2024,KS01,2001,304458,30.863041864559314
Derek Schmidt,57.1,172847,Kansas,02,Republican,KS,2024,KS02,2002,302761,57.0902461017106
Nancy Boyda,38.2,115685,Kansas,02,Democrat,KS,2024,KS02,2002,302761,38.21000723342835
John Hauer,4.7,14229,Kansas,02,Other,KS,2024,KS02,2002,302761,4.6997466648610615
Sharice Davids,53.4,209871,Kansas,03,Democrat,KS,2024,KS03,2003,393333,53.357079116168734
Prasanth Reddy,42.6,167570,Kansas,03,Republican,KS,2024,KS03,2003,393333,42.60257847676142
Steve Roberts,4.0,15892,Kansas,03,Other,KS,2024,KS03,2003,393333,4.040342407069836
Ron Estes,65.0,198465,Kansas,04,Republican,KS,2024,KS04,2004,305097,65.04980383287938
Esau Freeman,35.0,106632,Kansas,04,Democrat,KS,2024,KS04,2004,305097,34.95019616712062
James Comer Jr.,74.7,252534,Kentucky,01,Republican,KY,2024,KY01,2101,338028,74.70801235400619
Erin Marshall,25.3,85494,Kentucky,01,Democrat,KY,2024,KY01,2101,338028,25.291987645993824
Brett Guthrie,73.1,252826,Kentucky,02,Republican,KY,2024,KY02,2102,345855,73.10173338537827
Hank Linderman,26.9,93029,Kentucky,02,Democrat,KY,2024,KY02,2102,345855,26.898266614621736
Morgan McGarvey,61.9,203100,Kentucky,03,Democrat,KY,2024,KY03,2103,327864,61.94641680696874
Mike Craven,38.0,124713,Kentucky,03,Republican,KY,2024,KY03,2103,327864,38.03802796281385
Daniel Cobble,0.0,27,Kentucky,03,Other,KY,2024,KY03,2103,327864,0.008235121879803822
Jared Randall,0.0,24,Kentucky,03,Democrat,KY,2024,KY03,2103,327864,0.007320108337603396
Thomas Massie,99.6,278386,Kentucky,04,Republican,KY,2024,KY04,2104,279517,99.59537344776884
Benjamin Middendorf,0.4,1131,Kentucky,04,Other,KY,2024,KY04,2104,279517,0.4046265522311702
Hal Rogers,100.0,261407,Kentucky,05,Republican,KY,2024,KY05,2105,261407,100.0
Andy Barr,63.4,220883,Kentucky,06,Republican,KY,2024,KY06,2106,348419,63.395796440492624
Randy Cravens,36.6,127536,Kentucky,06,Democrat,KY,2024,KY06,2106,348419,36.604203559507376
Steve Scalise,66.8,238842,Louisiana,01,Republican,LA,2024,LA01,2201,357720,66.76786313317679
Mel Manuel,24.0,85911,Louisiana,01,Democrat,LA,2024,LA01,2201,357720,24.016269708151626
Randall Arrington,5.0,17856,Louisiana,01,Republican,LA,2024,LA01,2201,357720,4.991613552499161
Ross Shales,2.3,8330,Louisiana,01,Republican,LA,2024,LA01,2201,357720,2.328636922732864
Frankie Hyers,1.9,6781,Louisiana,01,Other,LA,2024,LA01,2201,357720,1.8956166834395616
Troy Carter,60.3,184009,Louisiana,02,Democrat,LA,2024,LA02,2202,305184,60.294445318234246
Christy Lynch,13.6,41641,Louisiana,02,Republican,LA,2024,LA02,2202,305184,13.644555415749188
Devin Lance Graham,12.8,39174,Louisiana,02,Republican,LA,2024,LA02,2202,305184,12.836190625983013
Devin Davis,10.6,32482,Louisiana,02,Democrat,LA,2024,LA02,2202,305184,10.64341512005872
Shondrell Perrilloux,2.6,7878,Louisiana,02,Republican,LA,2024,LA02,2202,305184,2.581393519974835
Clay Higgins,70.6,226279,Louisiana,03,Republican,LA,2024,LA03,2203,320682,70.56180265808496
Priscilla Gonzalez,18.7,59834,Louisiana,03,Democrat,LA,2024,LA03,2203,320682,18.6583593715893
Sadi Summerlin,6.6,21323,Louisiana,03,Democrat,LA,2024,LA03,2203,320682,6.6492662513019125
Xan John,4.1,13246,Louisiana,03,Republican,LA,2024,LA03,2203,320682,4.1305717190238305
Mike Johnson,85.8,262821,Louisiana,04,Republican,LA,2024,LA04,2204,306248,85.81966249575508
Joshua Morott,14.2,43427,Louisiana,04,Republican,LA,2024,LA04,2204,306248,14.180337504244925
Julia Letlow,62.9,201037,Louisiana,05,Republican,LA,2024,LA05,2205,319851,62.85332858112058
Michael Vallien Jr.,25.9,82981,Louisiana,05,Democrat,LA,2024,LA05,2205,319851,25.943642508543043
M.V. Mendoza,11.2,35833,Louisiana,05,Republican,LA,2024,LA05,2205,319851,11.203028910336375
Cleo Fields,50.8,150323,Louisiana,06,Democrat,LA,2024,LA06,2206,296033,50.77913610982559
Elbert Guillory,37.7,111737,Louisiana,06,Republican,LA,2024,LA06,2206,296033,37.74477845375347
Quentin Anthony Anderson,8.0,23811,Louisiana,06,Democrat,LA,2024,LA06,2206,296033,8.043360030807376
Peter Williams,2.1,6252,Louisiana,06,Democrat,LA,2024,LA06,2206,296033,2.11192671087345
Wilken Jones Jr.,1.3,3910,Louisiana,06,Democrat,LA,2024,LA06,2206,296033,1.3207986947401134
Andrew Harris,62.8,221368,Maryland,01,Republican,MD,2024,MD01,2401,352379,62.82099671092772
Blane Miller III,34.0,119958,Maryland,01,Democrat,MD,2024,MD01,2401,352379,34.042323748009956
Joshua O'Brien,3.1,11053,Maryland,01,Other,MD,2024,MD01,2401,352379,3.136679541062322
John Olszewski Jr.,55.2,161959,Maryland,02,Democrat,MD,2024,MD02,2402,293585,55.165965563635744
Kim Klacik,42.8,125576,Maryland,02,Republican,MD,2024,MD02,2402,293585,42.773302450738285
Jasen Wunder,2.1,6050,Maryland,02,Other,MD,2024,MD02,2402,293585,2.060731985625969
Sarah Elfreth,58.9,174739,Maryland,03,Democrat,MD,2024,MD03,2403,296558,58.92236931730049
Rob Steinberger,38.6,114410,Maryland,03,Republican,MD,2024,MD03,2403,296558,38.579299833422134
Miguel Barajas,2.5,7409,Maryland,03,Other,MD,2024,MD03,2403,296558,2.4983308492773757
Glenn Ivey,88.2,171578,Maryland,04,Democrat,MD,2024,MD04,2404,194613,88.16368896219677
George McDermott,11.8,23035,Maryland,04,Republican,MD,2024,MD04,2404,194613,11.83631103780323
Steny Hoyer,66.1,213401,Maryland,05,Democrat,MD,2024,MD05,2405,323039,66.06044471410573
Michelle Talkington,33.9,109638,Maryland,05,Republican,MD,2024,MD05,2405,323039,33.93955528589427
April McClain-Delaney,52.1,182891,Maryland,06,Democrat,MD,2024,MD06,2406,351111,52.08922534469157
Neil Parrott,47.9,168220,Maryland,06,Republican,MD,2024,MD06,2406,351111,47.91077465530844
Kweisi Mfume,79.4,157395,Maryland,07,Democrat,MD,2024,MD07,2407,198189,79.41661747120173
Scott Collier,18.2,36130,Maryland,07,Republican,MD,2024,MD07,2407,198189,18.230073313856977
Ronald Owens-Bey,2.4,4664,Maryland,07,Other,MD,2024,MD07,2407,198189,2.3533092149412935
Jamie Raskin,76.4,204151,Maryland,08,Democrat,MD,2024,MD08,2408,267318,76.37009105260401
Cheryl Riley,21.3,57049,Maryland,08,Republican,MD,2024,MD08,2408,267318,21.341248999319163
Nancy Wallace,2.3,6118,Maryland,08,Other,MD,2024,MD08,2408,267318,2.2886599480768224
Richard Neal,62.4,223325,Massachusetts,01,Democrat,MA,2024,MA01,2501,358058,62.37118008814214
Nadia Milleron,37.3,133552,Massachusetts,01,Other,MA,2024,MA01,2501,358058,37.29898508062939
Other/Write-in votes,0.3,1181,Massachusetts,01,Other,MA,2024,MA01,2501,358058,0.3298348312284602
Jim McGovern,68.6,251441,Massachusetts,02,Democrat,MA,2024,MA02,2502,366328,68.63821493306544
Cornelius Shea,31.1,114065,Massachusetts,02,Other,MA,2024,MA02,2502,366328,31.137395994846152
Other/Write-in votes,0.2,822,Massachusetts,02,Other,MA,2024,MA02,2502,366328,0.22438907208840167
Lori Trahan,97.5,264698,Massachusetts,03,Democrat,MA,2024,MA03,2503,271559,97.47347721857865
Other/Write-in votes,2.5,6861,Massachusetts,03,Other,MA,2024,MA03,2503,271559,2.5265227814213485
Jake Auchincloss,97.4,289374,Massachusetts,04,Democrat,MA,2024,MA04,2504,297179,97.37363676437434
Other/Write-in votes,2.6,7805,Massachusetts,04,Other,MA,2024,MA04,2504,297179,2.626363235625667
Katherine Clark,98.2,286689,Massachusetts,05,Democrat,MA,2024,MA05,2505,291890,98.21816437699134
Other/Write-in votes,1.8,5201,Massachusetts,05,Other,MA,2024,MA05,2505,291890,1.7818356230086676
Seth Moulton,97.8,321186,Massachusetts,06,Democrat,MA,2024,MA06,2506,328377,97.81013895613883
Other/Write-in votes,2.2,7191,Massachusetts,06,Other,MA,2024,MA06,2506,328377,2.189861043861172
Ayanna Pressley,97.1,232094,Massachusetts,07,Democrat,MA,2024,MA07,2507,239001,97.11005393282873
Other/Write-in votes,2.9,6907,Massachusetts,07,Other,MA,2024,MA07,2507,239001,2.889946067171267
Stephen Lynch,70.4,265432,Massachusetts,08,Democrat,MA,2024,MA08,2508,376830,70.43812859910304
Robert Burke,29.4,110638,Massachusetts,08,Republican,MA,2024,MA08,2508,376830,29.360188944616937
Other/Write-in votes,0.2,760,Massachusetts,08,Other,MA,2024,MA08,2508,376830,0.20168245628002018
Bill Keating,56.4,251931,Massachusetts,09,Democrat,MA,2024,MA09,2509,446395,56.436788046461096
Dan Sullivan,43.4,193822,Massachusetts,09,Republican,MA,2024,MA09,2509,446395,43.419393138364
Other/Write-in votes,0.1,642,Massachusetts,09,Other,MA,2024,MA09,2509,446395,0.14381881517490117
Jack Bergman,59.2,282264,Michigan,01,Republican,MI,2024,MI01,2601,477184,59.15202521459227
Callie Barr,37.9,180937,Michigan,01,Democrat,MI,2024,MI01,2601,477184,37.91765859710301
Liz Hakola,1.8,8497,Michigan,01,Other,MI,2024,MI01,2601,477184,1.7806548417381975
Andrew Gale,1.1,5486,Michigan,01,Other,MI,2024,MI01,2601,477184,1.1496613465665237
John Moolenaar,65.1,279167,Michigan,02,Republican,MI,2024,MI02,2602,428550,65.14222377785556
Michael Lynch,31.7,135824,Michigan,02,Democrat,MI,2024,MI02,2602,428550,31.693851359234625
Ben DeJong,1.6,7037,Michigan,02,Other,MI,2024,MI02,2602,428550,1.642048769105122
Scott Adams,1.5,6522,Michigan,02,Other,MI,2024,MI02,2602,428550,1.5218760938046902
Hillary Scholten,53.7,225510,Michigan,03,Democrat,MI,2024,MI03,2603,420289,53.65593674828511
Paul Hudson,43.8,183952,Michigan,03,Republican,MI,2024,MI03,2603,420289,43.767978700370456
Louis Palus,1.3,5546,Michigan,03,Other,MI,2024,MI03,2603,420289,1.3195682018801347
Alexander Avery,1.3,5281,Michigan,03,Other,MI,2024,MI03,2603,420289,1.2565163494642972
Bill Huizenga,55.1,234489,Michigan,04,Republican,MI,2024,MI04,2604,425817,55.06802217854149
Jessica Swartz,43.4,184641,Michigan,04,Democrat,MI,2024,MI04,2604,425817,43.3615849061921
Curtis Clark,1.6,6687,Michigan,04,Other,MI,2024,MI04,2604,425817,1.570392915266417
Tim Walberg,65.7,269215,Michigan,05,Republican,MI,2024,MI05,2605,409876,65.68205994007944
Libbi Urban,32.8,134282,Michigan,05,Democrat,MI,2024,MI05,2605,409876,32.7616157081654
James Bronke,1.6,6379,Michigan,05,Other,MI,2024,MI05,2605,409876,1.556324351755165
Debbie Dingell,62.0,281162,Michigan,06,Democrat,MI,2024,MI06,2606,453306,62.024769140492296
Heather Smiley,35.0,158658,Michigan,06,Republican,MI,2024,MI06,2606,453306,35.000198541382645
Clyde Shabazz,1.8,7963,Michigan,06,Other,MI,2024,MI06,2606,453306,1.7566500333108321
Bill Krebaum,1.2,5523,Michigan,06,Other,MI,2024,MI06,2606,453306,1.2183822848142314
Tom Barrett,50.3,226722,Michigan,07,Republican,MI,2024,MI07,2607,450912,50.28076431764956
Curtis Hertel,46.6,209959,Michigan,07,Democrat,MI,2024,MI07,2607,450912,46.56318749556455
L. Rachel Dailey,3.2,14231,Michigan,07,Other,MI,2024,MI07,2607,450912,3.156048186785892
Kristen McDonald Rivet,51.3,217490,Michigan,08,Democrat,MI,2024,MI08,2608,424350,51.25250382938612
Paul Junge,44.6,189317,Michigan,08,Republican,MI,2024,MI08,2608,424350,44.61340874278308
Kathy Goodwin,2.0,8492,Michigan,08,Other,MI,2024,MI08,2608,424350,2.0011782726522918
Steve Barcelo,1.1,4768,Michigan,08,Other,MI,2024,MI08,2608,424350,1.1236008012254035
James Little,0.6,2681,Michigan,08,Other,MI,2024,MI08,2608,424350,0.6317897961588312
Jim Casha,0.4,1602,Michigan,08,Other,MI,2024,MI08,2608,424350,0.3775185577942736
Lisa McClain,66.8,312593,Michigan,09,Republican,MI,2024,MI09,2609,468238,66.75942576211243
Clinton St. Mosley,29.5,138138,Michigan,09,Democrat,MI,2024,MI09,2609,468238,29.501663683853085
Jim Walkowicz,2.6,12169,Michigan,09,Other,MI,2024,MI09,2609,468238,2.5988920164531715
Kevin Vayko,1.1,5338,Michigan,09,Other,MI,2024,MI09,2609,468238,1.1400185375813154
John James,51.1,217437,Michigan,10,Republican,MI,2024,MI10,2610,425301,51.12543821904957
Carl Marlinga,45.0,191363,Michigan,10,Democrat,MI,2024,MI10,2610,425301,44.99472138555987
Andrea Kirby,2.6,11162,Michigan,10,Other,MI,2024,MI10,2610,425301,2.6244941817677363
Mike Saliba,1.3,5339,Michigan,10,Other,MI,2024,MI10,2610,425301,1.2553462136228224
Haley Stevens,58.2,260780,Michigan,11,Democrat,MI,2024,MI11,2611,447925,58.21956800803706
Nick Somberg,39.6,177432,Michigan,11,Republican,MI,2024,MI11,2611,447925,39.61198861416532
Douglas Campbell,2.2,9713,Michigan,11,Other,MI,2024,MI11,2611,447925,2.1684433777976224
Rashida Tlaib,69.7,253354,Michigan,12,Democrat,MI,2024,MI12,2612,363499,69.69867867586981
James Hooper,25.4,92490,Michigan,12,Republican,MI,2024,MI12,2612,363499,25.444361607597273
Gary Walkowicz,2.6,9401,Michigan,12,Other,MI,2024,MI12,2612,363499,2.5862519566766347
Brenda Sanders,2.3,8254,Michigan,12,Other,MI,2024,MI12,2612,363499,2.2707077598562857
Shri Thanedar,68.6,220788,Michigan,13,Democrat,MI,2024,MI13,2613,321649,68.64252648072899
Martell Bivings,24.5,78917,Michigan,13,Republican,MI,2024,MI13,2613,321649,24.535129908689285
