candidate,percentage,votes,state_name,district,party,state_abbreviation,year,id,GEOID,total_votes,vote_share
Matthew Diemer,36.1,144613,Ohio,07,Democrat,OH,2024,OH07,3907,400371,36.11974893286477
Dennis J. Kucinich,12.8,51264,Ohio,07,Other,OH,2024,OH07,3907,400371,12.804124174827846
Warren Davidson,62.8,237503,Ohio,08,Republican,OH,2024,OH08,3908,378128,62.81021241484365
Vanessa Enoch,37.2,140625,Ohio,08,Democrat,OH,2024,OH08,3908,378128,37.189787585156346
Marcy Kaptur,48.3,181098,Ohio,09,Democrat,OH,2024,OH09,3909,375195,48.26770079558629
Derek Merrin,47.6,178716,Ohio,09,Republican,OH,2024,OH09,3909,375195,47.63283092791749
Tom Pruss,4.1,15381,Ohio,09,Other,OH,2024,OH09,3909,375195,4.099468276496222
Michael Turner,57.6,213695,Ohio,10,Republican,OH,2024,OH10,3910,370746,57.63919233113776
Amy Cox,39.2,145420,Ohio,10,Democrat,OH,2024,OH10,3910,370746,39.223619405199244
Michael Harbaugh,3.1,11631,Ohio,10,Other,OH,2024,OH10,3910,370746,3.1371882636629933
Shontel Brown,78.3,236883,Ohio,11,Democrat,OH,2024,OH11,3911,302413,78.33095799453066
Alan Rapoport,19.6,59394,Ohio,11,Republican,OH,2024,OH11,3911,302413,19.6400287024698
Sean Freeman,2.0,6107,Ohio,11,Other,OH,2024,OH11,3911,302413,2.019423768158115
Tracy DeForde,0.0,27,Ohio,11,Other,OH,2024,OH11,3911,302413,0.008928187610982331
Christopher Zelonish,0.0,2,Ohio,11,Other,OH,2024,OH11,3911,302413,0.0006613472304431358
Troy Balderson,68.5,260450,Ohio,12,Republican,OH,2024,OH12,3912,380188,68.50558144917778
Jerrad Christian,31.5,119738,Ohio,12,Democrat,OH,2024,OH12,3912,380188,31.494418550822225
Emilia Sykes,51.1,197466,Ohio,13,Democrat,OH,2024,OH13,3913,386390,51.10535986956184
Kevin Coughlin,48.9,188924,Ohio,13,Republican,OH,2024,OH13,3913,386390,48.89464013043816
David Joyce,63.4,243427,Ohio,14,Republican,OH,2024,OH14,3914,383858,63.415898587498496
Brian Kenderes,36.6,140431,Ohio,14,Democrat,OH,2024,OH14,3914,383858,36.5841014125015
Mike Carey,56.5,196338,Ohio,15,Republican,OH,2024,OH15,3915,347749,56.45968787832604
Adam Miller,43.5,151411,Ohio,15,Democrat,OH,2024,OH15,3915,347749,43.54031212167397
Kevin Hern,60.4,188832,Oklahoma,01,Republican,OK,2024,OK01,4001,312501,60.42604663665077
Dennis Baker,34.5,107903,Oklahoma,01,Democrat,OK,2024,OK01,4001,312501,34.52884950768158
Mark Sanders,5.0,15766,Oklahoma,01,Other,OK,2024,OK01,4001,312501,5.045103855667662
Josh Brecheen,74.2,238123,Oklahoma,02,Republican,OK,2024,OK02,4002,321025,74.1758430028814
Brandon Wade,21.4,68841,Oklahoma,02,Democrat,OK,2024,OK02,4002,321025,21.444124289385563
Ronnie Hopkins,4.4,14061,Oklahoma,02,Other,OK,2024,OK02,4002,321025,4.380032707733043
Frank Lucas,74.5,147418,Oklahoma,03,Republican,OK,2024,OK03,4003,197772,74.53936856582327
Jeremiah Ross,25.5,50354,Oklahoma,03,Democrat,OK,2024,OK03,4003,197772,25.46063143417673
Tom Cole,65.2,199962,Oklahoma,04,Republican,OK,2024,OK04,4004,306473,65.24620439647212
Mary Brannon,28.3,86641,Oklahoma,04,Democrat,OK,2024,OK04,4004,306473,28.27035334270882
James Stacy,6.5,19870,Oklahoma,04,Other,OK,2024,OK04,4004,306473,6.483442260819061
Stephanie Bice,60.7,207636,Oklahoma,05,Republican,OK,2024,OK05,4005,342107,60.693291864825916
Madison Horn,39.3,134471,Oklahoma,05,Democrat,OK,2024,OK05,4005,342107,39.306708135174084
Suzanne Bonamici,68.7,169467,Oregon,01,Democrat,OR,2024,OR01,4101,246836,68.65570662302095
Bob Todd,28.8,71070,Oregon,01,Republican,OR,2024,OR01,4101,246836,28.79239657100261
Joseph Christman,2.6,6299,Oregon,01,Other,OR,2024,OR01,4101,246836,2.5518968059764378
Cliff Bentz,64.1,185378,Oregon,02,Republican,OR,2024,OR02,4102,289343,64.06859678651288
Dan Ruby,33.1,95636,Oregon,02,Democrat,OR,2024,OR02,4102,289343,33.0528127516477
Michael Stettler,2.9,8329,Oregon,02,Other,OR,2024,OR02,4102,289343,2.8785904618394085
Maxine Dexter,68.7,141250,Oregon,03,Democrat,OR,2024,OR03,4103,205509,68.73178303626605
Joanna Harbour,25.8,53016,Oregon,03,Republican,OR,2024,OR03,4103,205509,25.7974103323942
David Walker,2.5,5240,Oregon,03,Other,OR,2024,OR03,4103,205509,2.549766676885197
Joe Meyer,2.3,4649,Oregon,03,Other,OR,2024,OR03,4103,205509,2.2621880306945195
David Frosch,0.7,1354,Oregon,03,Other,OR,2024,OR03,4103,205509,0.65885192376003
Val Hoyle,52.5,182572,Oregon,04,Democrat,OR,2024,OR04,4104,347991,52.46457523326753
Monique DeSpain,43.5,151445,Oregon,04,Republican,OR,2024,OR04,4104,347991,43.5198036730835
Justin Filip,2.6,9054,Oregon,04,Other,OR,2024,OR04,4104,347991,2.6017914256403185
Dan Bahlen,1.4,4920,Oregon,04,Other,OR,2024,OR04,4104,347991,1.4138296680086555
Janelle Bynum,47.6,184023,Oregon,05,Democrat,OR,2024,OR05,4105,386225,47.64657906660625
Lori Chavez-DeRemer,45.2,174448,Oregon,05,Republican,OR,2024,OR05,4105,386225,45.16745420415561
Brett Smith,4.6,17912,Oregon,05,Other,OR,2024,OR05,4105,386225,4.637711178717069
Sonja Feintech,1.5,5895,Oregon,05,Other,OR,2024,OR05,4105,386225,1.5263123826784903
Andrea Townsend,1.0,3947,Oregon,05,Other,OR,2024,OR05,4105,386225,1.0219431678425788
Andrea Salinas,53.1,155288,Oregon,06,Democrat,OR,2024,OR06,4106,292648,53.06306552581942
Mike Erickson,46.8,136898,Oregon,06,Republican,OR,2024,OR06,4106,292648,46.77906563516579
Other/Write-in votes,0.2,462,Oregon,06,Other,OR,2024,OR06,4106,292648,0.1578688390147891
Brian Fitzpatrick,57.6,219171,Pennsylvania,01,Republican,PA,2024,PA01,4201,380250,57.63865877712031
Ashley Ehasz,42.4,161079,Pennsylvania,01,Democrat,PA,2024,PA01,4201,380250,42.36134122287968
Brendan Boyle,68.7,139637,Pennsylvania,02,Democrat,PA,2024,PA02,4202,203213,68.71459995177473
Aaron Bashir,31.3,63576,Pennsylvania,02,Republican,PA,2024,PA02,4202,203213,31.28540004822526
Dwight Evans,100.0,333522,Pennsylvania,03,Democrat,PA,2024,PA03,4203,333522,100.0
Madeleine Dean,58.3,243207,Pennsylvania,04,Democrat,PA,2024,PA04,4204,417191,58.296319911023964
David Winkler,41.7,173984,Pennsylvania,04,Republican,PA,2024,PA04,4204,417191,41.70368008897603
Mary Gay Scanlon,66.7,123153,Pennsylvania,05,Democrat,PA,2024,PA05,4205,184629,66.7029556570203
Alfe Goodwin,33.3,61476,Pennsylvania,05,Republican,PA,2024,PA05,4205,184629,33.2970443429797
Chrissy Houlahan,54.4,197767,Pennsylvania,06,Democrat,PA,2024,PA06,4206,363441,54.41515954446526
Neil Young,45.6,165674,Pennsylvania,06,Republican,PA,2024,PA06,4206,363441,45.58484045553474
Ryan Mackenzie,50.7,200544,Pennsylvania,07,Republican,PA,2024,PA07,4207,395548,50.70029427528391
Susan Wild,49.3,195004,Pennsylvania,07,Democrat,PA,2024,PA07,4207,395548,49.29970572471609
Rob Bresnahan Jr.,51.0,192784,Pennsylvania,08,Republican,PA,2024,PA08,4208,378144,50.98163662520098
Matt Cartwright,49.0,185360,Pennsylvania,08,Democrat,PA,2024,PA08,4208,378144,49.018363374799016
Dan Meuser,70.8,206687,Pennsylvania,09,Republican,PA,2024,PA09,4209,291983,70.78734035885651
Amanda Waldman,29.2,85296,Pennsylvania,09,Democrat,PA,2024,PA09,4209,291983,29.21265964114349
Scott Perry,50.8,203460,Pennsylvania,10,Republican,PA,2024,PA10,4210,400508,50.80048338609965
Janelle Stelson,49.2,197048,Pennsylvania,10,Democrat,PA,2024,PA10,4210,400508,49.19951661390034
Lloyd Smucker,60.6,198569,Pennsylvania,11,Republican,PA,2024,PA11,4211,327876,60.56222474350059
Jim Atkinson,39.4,129307,Pennsylvania,11,Democrat,PA,2024,PA11,4211,327876,39.43777525649941
Summer Lee,56.2,222905,Pennsylvania,12,Democrat,PA,2024,PA12,4212,396454,56.22468180419418
James Hayes,43.8,173549,Pennsylvania,12,Republican,PA,2024,PA12,4212,396454,43.775318195805816
John Joyce,77.7,192587,Pennsylvania,13,Republican,PA,2024,PA13,4213,247999,77.65636151758677
Beth Farnham,22.3,55412,Pennsylvania,13,Democrat,PA,2024,PA13,4213,247999,22.343638482413237
Guy Reschenthaler,67.9,249645,Pennsylvania,14,Republican,PA,2024,PA14,4214,367415,67.94632772205816
Chris Dziados,32.1,117770,Pennsylvania,14,Democrat,PA,2024,PA14,4214,367415,32.053672277941835
Glenn Thompson,72.6,260692,Pennsylvania,15,Republican,PA,2024,PA15,4215,358870,72.64246105832196
Zach Womer,27.4,98178,Pennsylvania,15,Democrat,PA,2024,PA15,4215,358870,27.357538941678044
Mike Kelly,63.9,253194,Pennsylvania,16,Republican,PA,2024,PA16,4216,396295,63.89028375326461
Preston Nouri,36.1,143101,Pennsylvania,16,Democrat,PA,2024,PA16,4216,396295,36.10971624673539
Chris Deluzio,53.7,238775,Pennsylvania,17,Democrat,PA,2024,PA17,4217,444669,53.69724446723293
Rob Mercuri,46.3,205894,Pennsylvania,17,Republican,PA,2024,PA17,4217,444669,46.30275553276707
Gabe Amo,60.7,114800,Rhode Island,01,Democrat,RI,2024,RI01,4401,189001,60.74041936286051
Allen Waters,34.3,64807,Rhode Island,01,Republican,RI,2024,RI01,4401,189001,34.2892365648859
Christopher Reynolds,5.0,9394,Rhode Island,01,Other,RI,2024,RI01,4401,189001,4.970344072253586
Seth Magaziner,58.0,149024,Rhode Island,02,Democrat,RI,2024,RI02,4402,257030,57.979224215072165
Steven Corvi,41.8,107365,Rhode Island,02,Republican,RI,2024,RI02,4402,257030,41.77138855386531
Other/Write-in votes,0.2,641,Rhode Island,02,Other,RI,2024,RI02,4402,257030,0.2493872310625219
Nancy Mace,58.2,227502,South Carolina,01,Republican,SC,2024,SC01,4501,390777,58.21785826699115
Michael B. Moore,41.6,162582,South Carolina,01,Democrat,SC,2024,SC01,4501,390777,41.60480273915814
Other/Write-in votes,0.2,693,South Carolina,01,Other,SC,2024,SC01,4501,390777,0.1773389938507128
Joe Wilson,59.5,211514,South Carolina,02,Republican,SC,2024,SC02,4502,355285,59.533613859296054
David Robinson II,40.2,142985,South Carolina,02,Democrat,SC,2024,SC02,4502,355285,40.24515529785946
Other/Write-in votes,0.2,786,South Carolina,02,Other,SC,2024,SC02,4502,355285,0.22123084284447697
Sheri Biggs,71.7,248451,South Carolina,03,Republican,SC,2024,SC03,4503,346713,71.6589801939933
Bryon Best,25.3,87735,South Carolina,03,Democrat,SC,2024,SC03,4503,346713,25.304790994280573
Michael Bedenbaugh,2.9,9918,South Carolina,03,Other,SC,2024,SC03,4503,346713,2.8605792110477544
Other/Write-in votes,0.2,609,South Carolina,03,Other,SC,2024,SC03,4503,346713,0.17564960067837088
William Timmons,59.7,206916,South Carolina,04,Republican,SC,2024,SC04,4504,346414,59.73084228697455
Kathryn Harvey,37.2,128976,South Carolina,04,Democrat,SC,2024,SC04,4504,346414,37.231751603572604
Mark Hackett,2.8,9779,South Carolina,04,Other,SC,2024,SC04,4504,346414,2.822922861085291
Other/Write-in votes,0.2,743,South Carolina,04,Other,SC,2024,SC04,4504,346414,0.2144832483675602
Ralph Norman,63.5,228260,South Carolina,05,Republican,SC,2024,SC05,4505,359409,63.50981750596117
Evangeline Hundley,36.3,130592,South Carolina,05,Democrat,SC,2024,SC05,4505,359409,36.335205851828974
Other/Write-in votes,0.2,557,South Carolina,05,Other,SC,2024,SC05,4505,359409,0.15497664220985005
James Clyburn,59.5,182056,South Carolina,06,Democrat,SC,2024,SC06,4506,305977,59.49989705108554
Duke Buckner,36.7,112360,South Carolina,06,Republican,SC,2024,SC06,4506,305977,36.72171437722443
Michael Simpson,1.7,5279,South Carolina,06,Other,SC,2024,SC06,4506,305977,1.725293077584263
Gregg Marcel Dixon,1.6,4927,South Carolina,06,Other,SC,2024,SC06,4506,305977,1.6102517509486005
Joseph Oddo,0.3,1056,South Carolina,06,Other,SC,2024,SC06,4506,305977,0.34512397990698646
Other/Write-in votes,0.1,299,South Carolina,06,Other,SC,2024,SC06,4506,305977,0.09771976325017893
Russell Fry,64.9,240326,South Carolina,07,Republican,SC,2024,SC07,4507,370329,64.89526880152513
Mal Hyman,35.0,129522,South Carolina,07,Democrat,SC,2024,SC07,4507,370329,34.974846690375315
Other/Write-in votes,0.1,481,South Carolina,07,Other,SC,2024,SC07,4507,370329,0.1298845080995547
Dusty Johnson,75.5,173047,South Dakota,00,Republican,SD,2024,SD00,4600,229206,75.49845990070068
Sheryl Johnson,24.5,56159,South Dakota,00,Democrat,SD,2024,SD00,4600,229206,24.50154009929932
Diana Harshbarger,78.1,257530,Tennessee,01,Republican,TN,2024,TN01,4701,329820,78.08198411254624
Kevin Jenkins,19.4,63949,Tennessee,01,Democrat,TN,2024,TN01,4701,329820,19.389060699775634
Richard Baker,1.7,5707,Tennessee,01,Other,TN,2024,TN01,4701,329820,1.7303377599902976
Levi Brake,0.8,2634,Tennessee,01,Other,TN,2024,TN01,4701,329820,0.7986174276878297
Wisdom Zerit Teklay,0.0,0,Tennessee,01,Other,TN,2024,TN01,4701,329820,0.0
Tim Burchett,69.2,250002,Tennessee,02,Republican,TN,2024,TN02,4702,361096,69.23422026275561
Jane George,30.8,111094,Tennessee,02,Democrat,TN,2024,TN02,4702,361096,30.765779737244394
Charles J. Fleischmann,67.6,235321,Tennessee,03,Republican,TN,2024,TN03,4703,348282,67.56622507048885
Jack Allen,29.3,102046,Tennessee,03,Democrat,TN,2024,TN03,4703,348282,29.299820260593428
Stephen King,1.7,5823,Tennessee,03,Other,TN,2024,TN03,4703,348282,1.671921029510569
Jean Howard-Hill,1.5,5092,Tennessee,03,Other,TN,2024,TN03,4703,348282,1.4620336394071471
Scott DesJarlais,70.0,218980,Tennessee,04,Republican,TN,2024,TN04,4704,313019,69.95741472562368
Victoria Broderick,26.8,83758,Tennessee,04,Democrat,TN,2024,TN04,4704,313019,26.75812011411448
Keith Nolan,1.8,5596,Tennessee,04,Other,TN,2024,TN04,4704,313019,1.7877509032997996
Earnest Ensley,1.5,4685,Tennessee,04,Other,TN,2024,TN04,4704,313019,1.4967142569620375
Andy Ogles,56.9,204807,Tennessee,05,Republican,TN,2024,TN05,4705,360164,56.86492819937584
Maryam Abolfazli,39.5,142136,Tennessee,05,Democrat,TN,2024,TN05,4705,360164,39.46424406659189
Jim Larkin,2.1,7588,Tennessee,05,Other,TN,2024,TN05,4705,360164,2.1068180051309957
Bob Titley,0.9,3063,Tennessee,05,Other,TN,2024,TN05,4705,360164,0.8504459079752558
Yomi Faparusi,0.7,2570,Tennessee,05,Other,TN,2024,TN05,4705,360164,0.7135638209260226
John Rose,67.5,204624,Tennessee,06,Republican,TN,2024,TN06,4706,303058,67.51974869496928
Lore Bergman,32.5,98434,Tennessee,06,Democrat,TN,2024,TN06,4706,303058,32.48025130503072
Mark Green,59.5,191673,Tennessee,07,Republican,TN,2024,TN07,4707,321975,59.530398322851156
Megan Barry,38.0,122434,Tennessee,07,Democrat,TN,2024,TN07,4707,321975,38.02593369050392
Shaun Greene,2.4,7868,Tennessee,07,Other,TN,2024,TN07,4707,321975,2.443667986644926
David Kustoff,72.7,235357,Tennessee,08,Republican,TN,2024,TN08,4708,323627,72.72477265493917
Sarah Freeman,25.2,81595,Tennessee,08,Democrat,TN,2024,TN08,4708,323627,25.212667669879213
James Hart,2.1,6675,Tennessee,08,Other,TN,2024,TN08,4708,323627,2.062559675181613
Steve Cohen,70.7,141751,Tennessee,09,Democrat,TN,2024,TN09,4709,200400,70.73403193612774
Charlotte Bergmann,26.3,52613,Tennessee,09,Republican,TN,2024,TN09,4709,200400,26.253992015968063
Wendell Wells,1.7,3394,Tennessee,09,Other,TN,2024,TN09,4709,200400,1.693612774451098
Dennis Clark,1.3,2642,Tennessee,09,Other,TN,2024,TN09,4709,200400,1.318363273453094
Nathaniel Moran,100.0,257792,Texas,01,Republican,TX,2024,TX01,4801,257792,100.0
Daniel Crenshaw,66.1,173679,Texas,02,Republican,TX,2024,TX02,4802,262669,66.12085933246786
Peter Filler,33.9,88990,Texas,02,Democrat,TX,2024,TX02,4802,262669,33.87914066753214
Keith Self,62.7,231832,Texas,03,Republican,TX,2024,TX03,4803,369770,62.69627065473132
Sandeep Srivastava,37.3,137938,Texas,03,Democrat,TX,2024,TX03,4803,369770,37.303729345268685
Pat Fallon,66.9,179991,Texas,04,Republican,TX,2024,TX04,4804,269121,66.88106836701706
Simon Cardell,33.1,89130,Texas,04,Democrat,TX,2024,TX04,4804,269121,33.118931632982935
Lance Gooden,65.0,169645,Texas,05,Republican,TX,2024,TX05,4805,261015,64.99434898377487
Ruth Torres,35.0,91370,Texas,05,Democrat,TX,2024,TX05,4805,261015,35.00565101622512
Jake Ellzey,66.8,177282,Texas,06,Republican,TX,2024,TX06,4806,265445,66.78671664563281
John Love III,33.2,88163,Texas,06,Democrat,TX,2024,TX06,4806,265445,33.21328335436719
Lizzie Pannill Fletcher,61.6,120273,Texas,07,Democrat,TX,2024,TX07,4807,195213,61.611163190976015
Caroline Kane,38.4,74940,Texas,07,Republican,TX,2024,TX07,4807,195213,38.38883680902399
Morgan Luttrell,69.3,203034,Texas,08,Republican,TX,2024,TX08,4808,292809,69.34008175978197
Laura Jones,30.7,89775,Texas,08,Democrat,TX,2024,TX08,4808,292809,30.659918240218026
Al Green,100.0,182990,Texas,09,Democrat,TX,2024,TX09,4809,182990,100.0
Michael McCaul,63.8,207078,Texas,10,Republican,TX,2024,TX10,4810,324416,63.8310071019925
Theresa Boisseau,33.9,109980,Texas,10,Democrat,TX,2024,TX10,4810,324416,33.90091734069836
Jeff Miller,2.3,7358,Texas,10,Other,TX,2024,TX10,4810,324416,2.268075557309134
August Pfluger,100.0,211620,Texas,11,Republican,TX,2024,TX11,4811,211620,100.0
Craig Goldman,64.1,174421,Texas,12,Republican,TX,2024,TX12,4812,272272,64.0613063407181
Trey Hunt,35.9,97851,Texas,12,Democrat,TX,2024,TX12,4812,272272,35.938693659281896
Ronny L. Jackson,100.0,240037,Texas,13,Republican,TX,2024,TX13,4813,240037,100.0
Randy Weber,68.7,206429,Texas,14,Republican,TX,2024,TX14,4814,300424,68.71255292519905
Rhonda Hart,31.3,93995,Texas,14,Democrat,TX,2024,TX14,4814,300424,31.28744707480095
Monica De La Cruz,58.0,114635,Texas,15,Republican,TX,2024,TX15,4815,197514,58.0389238231214
Michelle Vallejo,42.0,82879,Texas,15,Democrat,TX,2024,TX15,4815,197514,41.961076176878606
Veronica Escobar,59.7,122574,Texas,16,Democrat,TX,2024,TX16,4816,205176,59.74090536904902
Irene Armendariz-Jackson,40.3,82602,Texas,16,Republican,TX,2024,TX16,4816,205176,40.25909463095098
Deliris Montanez,0.0,0,Texas,16,Other,TX,2024,TX16,4816,205176,0.0
Pete Sessions,66.8,189843,Texas,17,Republican,TX,2024,TX17,4817,284080,66.82730216840326
Mark Lorenzen,33.2,94237,Texas,17,Democrat,TX,2024,TX17,4817,284080,33.17269783159673
Sylvester Turner,70.2,118421,Texas,18,Democrat,TX,2024,TX18,4818,168603,70.23659128248015
Lana Centonze,29.8,50182,Texas,18,Republican,TX,2024,TX18,4818,168603,29.76340871751986
Vince Duncan,0.0,0,Texas,18,Other,TX,2024,TX18,4818,168603,0.0
Kevin Dural,0.0,0,Texas,18,Other,TX,2024,TX18,4818,168603,0.0
Jodey Arrington,81.5,188338,Texas,19,Republican,TX,2024,TX19,4819,231007,81.52913115186986
Nathan Lewis,10.1,23368,Texas,19,Other,TX,2024,TX19,4819,231007,10.115710779327033
Bernard Johnson,8.4,19301,Texas,19,Other,TX,2024,TX19,4819,231007,8.35515806880311
Joaquin Castro,100.0,157211,Texas,20,Democrat,TX,2024,TX20,4820,157211,100.0
Chip Roy,62.1,251905,Texas,21,Republican,TX,2024,TX21,4821,405469,62.12682103933963
Kristin Hook,35.9,145361,Texas,21,Democrat,TX,2024,TX21,4821,405469,35.85008964927035
Bob King,2.0,8203,Texas,21,Other,TX,2024,TX21,4821,405469,2.0230893113900197
Troy Nehls,62.6,195219,Texas,22,Republican,TX,2024,TX22,4822,311834,62.603500580437036
Marquette Greene-Scott,37.4,116615,Texas,22,Democrat,TX,2024,TX22,4822,311834,37.39649941956297
Tony Gonzales,62.7,153173,Texas,23,Republican,TX,2024,TX23,4823,244141,62.73956443202903
Santos Limon,37.3,90968,Texas,23,Democrat,TX,2024,TX23,4823,244141,37.260435567970966
Beth Van Duyne,60.8,188881,Texas,24,Republican,TX,2024,TX24,4824,310564,60.818704035239115
Sam Eppler,39.2,121683,Texas,24,Democrat,TX,2024,TX24,4824,310564,39.181295964760885
Roger Williams,99.4,262087,Texas,25,Republican,TX,2024,TX25,4825,263651,99.40679155398614
Chad Hagg,0.6,1564,Texas,25,Other,TX,2024,TX25,4825,263651,0.5932084460138592
Brandon Gill,62.5,204028,Texas,26,Republican,TX,2024,TX26,4826,326633,62.46398863556346
Ernest Lineberger III,35.6,116343,Texas,26,Democrat,TX,2024,TX26,4826,326633,35.618875006505775
Phil Gray,1.9,6262,Texas,26,Other,TX,2024,TX26,4826,326633,1.9171363579307665
Michael Cloud,66.7,174894,Texas,27,Republican,TX,2024,TX27,4827,262194,66.7040435707911
Tanya Lloyd,33.3,87300,Texas,27,Democrat,TX,2024,TX27,4827,262194,33.29595642920891
Henry Cuellar,52.4,125098,Texas,28,Democrat,TX,2024,TX28,4828,238848,52.37556939978564
Jay Furman,47.6,113750,Texas,28,Republican,TX,2024,TX28,4828,238848,47.62443060021436
Sylvia Garcia,66.1,73510,Texas,29,Democrat,TX,2024,TX29,4829,111213,66.0983877784072
Alan Garza,33.9,37703,Texas,29,Republican,TX,2024,TX29,4829,111213,33.9016122215928
Jasmine Crockett,86.1,139115,Texas,30,Democrat,TX,2024,TX30,4830,161609,86.08122072409333
Jrmar Jefferson,13.9,22494,Texas,30,Other,TX,2024,TX30,4830,161609,13.918779275906665
John Carter,64.6,216682,Texas,31,Republican,TX,2024,TX31,4831,335613,64.56305327862746
Stuart Whitlow,35.4,118931,Texas,31,Democrat,TX,2024,TX31,4831,335613,35.43694672137253
Julie Johnson,60.2,123921,Texas,32,Democrat,TX,2024,TX32,4832,205686,60.247659053119804
Darrell Day,37.4,76828,Texas,32,Republican,TX,2024,TX32,4832,205686,37.35208035549332
Kevin Hale,2.4,4937,Texas,32,Other,TX,2024,TX32,4832,205686,2.4002605913868713
Marc Veasey,69.8,81369,Texas,33,Democrat,TX,2024,TX33,4833,116655,69.75183232608974
Patrick Gillespie,30.2,35286,Texas,33,Republican,TX,2024,TX33,4833,116655,30.24816767391025
Vicente Gonzalez Jr.,51.3,102598,Texas,34,Democrat,TX,2024,TX34,4834,200063,51.282845903540384
Mayra Flores,48.7,97465,Texas,34,Republican,TX,2024,TX34,4834,200063,48.717154096459616
Greg Casar,68.9,135779,Texas,35,Democrat,TX,2024,TX35,4835,197157,68.86846523329123
Steven Wright,31.1,61378,Texas,35,Republican,TX,2024,TX35,4835,197157,31.131534766708764
Brian Babin,68.9,162599,Texas,36,Republican,TX,2024,TX36,4836,236034,68.8879568197802
Dayna Steele,31.1,73435,Texas,36,Democrat,TX,2024,TX36,4836,236034,31.1120431802198
Lloyd Doggett,75.8,218054,Texas,37,Democrat,TX,2024,TX37,4837,287588,75.82166154359709
Jenny Garcia Sharon,22.4,64354,Texas,37,Republican,TX,2024,TX37,4837,287588,22.377150646063118
Girish Altekar,1.8,5180,Texas,37,Other,TX,2024,TX37,4837,287588,1.8011878103397918
Wesley Hunt,63.6,183793,Texas,38,Republican,TX,2024,TX38,4838,288816,63.63670987756911
Melissa McDonough,36.4,105023,Texas,38,Democrat,TX,2024,TX38,4838,288816,36.36329012243089
Avery Ayers,0.0,0,Texas,38,Other,TX,2024,TX38,4838,288816,0.0
Blake Moore,63.1,230975,Utah,01,Republican,UT,2024,UT01,4901,365895,63.12603342488965
Bill Campbell,32.1,117319,Utah,01,Democrat,UT,2024,UT01,4901,365895,32.0635701499064
Daniel Cottam,4.8,17601,Utah,01,Other,UT,2024,UT01,4901,365895,4.810396425203952
Celeste Maloy,58.0,205234,Utah,02,Republican,UT,2024,UT02,4902,353838,58.00224961705639
Nathaniel Woodward,34.2,121114,Utah,02,Democrat,UT,2024,UT02,4902,353838,34.228658312561116
Cassie Easley,5.6,19650,Utah,02,Other,UT,2024,UT02,4902,353838,5.553388838960202
Tyler Murset,2.2,7840,Utah,02,Other,UT,2024,UT02,4902,353838,2.2157032314222893
Mike Kennedy,66.4,242496,Utah,03,Republican,UT,2024,UT03,4903,365276,66.38706074310932
Glenn J. Wright,33.6,122780,Utah,03,Democrat,UT,2024,UT03,4903,365276,33.61293925689068
Burgess Owens,63.4,230627,Utah,04,Republican,UT,2024,UT04,4904,363668,63.41690772902757
Katrina Fallick-Wang,30.2,109838,Utah,04,Democrat,UT,2024,UT04,4904,363668,30.20282235445516
Vaughn R. Cook,4.8,17347,Utah,04,Other,UT,2024,UT04,4904,363668,4.770010009129206
M. Evan Bullard,1.6,5856,Utah,04,Other,UT,2024,UT04,4904,363668,1.6102599073880575
Becca Balint,62.3,218398,Vermont,00,Democrat,VT,2024,VT00,5000,350616,62.289798526022764
Mark Coester,29.8,104451,Vermont,00,Other,VT,2024,VT00,5000,350616,29.790711205421317
Adam Ortiz,5.5,19286,Vermont,00,Other,VT,2024,VT00,5000,350616,5.500604650101535
Jessica Diamondstone,2.2,7552,Vermont,00,Other,VT,2024,VT00,5000,350616,2.153923380564492
Other/Write-in votes,0.3,929,Vermont,00,Other,VT,2024,VT00,5000,350616,0.2649622378898852
Robert J. Wittman,56.3,269657,Virginia,01,Republican,VA,2024,VA01,5101,478906,56.30687441794423
Leslie Mehta,43.5,208445,Virginia,01,Democrat,VA,2024,VA01,5101,478906,43.52524294955587
Other/Write-in votes,0.2,804,Virginia,01,Other,VA,2024,VA01,5101,478906,0.16788263249990604
Jennifer Kiggans,50.7,207368,Virginia,02,Republican,VA,2024,VA02,5102,408702,50.73819066214503
Missy Cotter Smasal,46.9,191666,Virginia,02,Democrat,VA,2024,VA02,5102,408702,46.89627161110051
Robert Reid,2.3,9197,Virginia,02,Other,VA,2024,VA02,5102,408702,2.2502948358461663
Other/Write-in votes,0.1,471,Virginia,02,Other,VA,2024,VA02,5102,408702,0.11524289090829015
Robert C. Scott,70.0,219926,Virginia,03,Democrat,VA,2024,VA03,5103,314397,69.9516852896179
John Sitka III,29.8,93801,Virginia,03,Republican,VA,2024,VA03,5103,314397,29.835208351224722
Other/Write-in votes,0.2,670,Virginia,03,Other,VA,2024,VA03,5103,314397,0.21310635915737108
Jennifer McClellan,67.3,252885,Virginia,04,Democrat,VA,2024,VA04,5104,375508,67.34477028452123
Bill Moher,32.4,121814,Virginia,04,Republican,VA,2024,VA04,5104,375508,32.43978823353963
Other/Write-in votes,0.2,809,Virginia,04,Other,VA,2024,VA04,5104,375508,0.21544148193913312
John McGuire,57.3,249564,Virginia,05,Republican,VA,2024,VA05,5105,435839,57.260593934916336
Gloria Tinsley Witt,42.3,184229,Virginia,05,Democrat,VA,2024,VA05,5105,435839,42.26996666200134
Other/Write-in votes,0.5,2046,Virginia,05,Other,VA,2024,VA05,5105,435839,0.46943940308233084
